"Location","Time","TPopulation1July","Deaths","LEx","LE15","LE65","LE80","Q0040","Q0060","Q1550","Q1560","Gender"
"Japan",1950,44667.896,464.077,60.8846,52.4544,12.9981,5.4555,195.996,336.6836,164.4963,262.3031,"Female"
"Japan",1951,45348.902,430.938,62.6132,53.9143,13.2461,5.6516,171.9228,306.8443,140.058,234.5197,"Female"
"Japan",1952,45973.973,393.936,64.67,55.0883,13.528,5.7968,145.1796,275.9939,120.6042,213.2239,"Female"
"Japan",1953,46551.95,397.578,65.0664,55.2379,13.1428,5.428,134.8703,263.4861,111.5973,203.0246,"Female"
"Japan",1954,47080.659,364.035,66.5677,56.3501,13.9391,5.9885,124.4422,245.6171,103.951,189.6841,"Female"
"Japan",1955,47581.019,349.833,67.7663,56.9478,14.0951,6.047,109.8072,227.2488,95.615,178.0872,"Female"
"Japan",1956,48031.628,365.975,67.6673,56.7527,13.6646,5.6656,105.7258,223.6127,91.318,175.3539,"Female"
"Japan",1957,48408.83,378.453,67.6197,56.5268,13.3817,5.4392,103.5836,221.7684,91.7904,175.4364,"Female"
"Japan",1958,48774.444,342.514,69.3085,57.8463,14.2637,6.0461,91.7709,201.7866,81.9653,159.9138,"Female"
"Japan",1959,49160.116,343.797,69.7836,58.0904,14.292,5.971,86.2454,194.284,78.2858,155.0017,"Female"
"Japan",1960,49546.76,351.544,70.1394,58.1321,14.0509,5.7544,78.7019,184.7841,73.9435,149.0404,"Female"
"Japan",1961,49942.971,345.564,70.8298,58.5473,14.1967,5.7504,71.9124,174.7672,68.8175,142.2483,"Female"
"Japan",1962,50348.968,350.479,71.1393,58.6577,14.0875,5.6169,66.4983,167.6174,65.1134,137.371,"Female"
"Japan",1963,50761.026,328.082,72.2822,59.4834,14.6533,6.0056,58.8999,155.0909,60.6246,128.7188,"Female"
"Japan",1964,51191.814,327.666,72.7608,59.7615,14.7464,6.0421,54.2601,147.8546,57.9529,123.7996,"Female"
"Japan",1965,51678.554,340.449,72.8456,59.6901,14.5401,5.7685,50.8388,143.1282,55.6232,120.8506,"Female"
"Japan",1966,52122.749,322.476,73.6497,60.325,15.0367,6.1496,47.2807,135.4061,52.7763,115.1705,"Female"
"Japan",1967,52613.884,326.611,73.9928,60.6219,15.194,6.1908,45.402,130.5681,50.4908,110.9042,"Female"
"Japan",1968,53211.992,330.469,74.2827,60.7861,15.2617,6.1929,42.714,126.6539,48.8752,108.4647,"Female"
"Japan",1969,53782.78,330.7,74.629,61.043,15.4558,6.34,41.2949,123.2225,48.2473,106.1258,"Female"
"Japan",1970,54358.588,342.429,74.6827,61.0316,15.3636,6.2577,39.6987,120.5059,47.1331,104.1571,"Female"
"Japan",1971,54910.994,328.112,75.4822,61.7909,15.9067,6.5621,37.5593,112.8871,43.6966,97.0609,"Female"
"Japan",1972,55470.507,328.092,75.9389,62.1652,16.1842,6.7183,35.7852,108.8757,42.5675,94.0582,"Female"
"Japan",1973,56105.466,340.732,76.0241,62.2159,16.1061,6.4992,34.4847,105.7801,41.1878,91.3453,"Female"
"Japan",1974,56775.913,342.625,76.3653,62.48,16.2216,6.5411,32.4595,100.9423,39.2778,87.4388,"Female"
"Japan",1975,57420.582,337.316,76.8734,62.9087,16.5325,6.6887,30.4209,96.7567,37.5277,84.2301,"Female"
"Japan",1976,58004.762,336.459,77.2882,63.2701,16.7277,6.7611,28.4245,91.8597,35.2632,79.9802,"Female"
"Japan",1977,58532.085,329.299,77.8625,63.8107,17.1421,7.0718,26.8509,87.0718,33.2448,75.6367,"Female"
"Japan",1978,59025.667,331.7,78.2213,64.114,17.3563,7.1849,25.8798,83.9649,32.3744,73.2117,"Female"
"Japan",1979,59490.912,327.297,78.7612,64.6025,17.7679,7.4472,24.4197,80.8104,31.3675,70.7153,"Female"
"Japan",1980,59900.959,343.97,78.7647,64.572,17.6633,7.2958,23.4551,78.7784,30.1366,69.069,"Female"
"Japan",1981,60215.894,344.064,79.1696,64.9512,17.9646,7.4904,22.6061,75.9375,29.1565,66.5614,"Female"
"Japan",1982,60467.547,339.263,79.7247,65.4609,18.4213,7.8065,21.6401,73.4226,28.3698,64.6178,"Female"
"Japan",1983,60706.83,352.533,79.8296,65.5388,18.4648,7.7605,21.3278,72.051,28.0005,63.5696,"Female"
"Japan",1984,60933.776,352.096,80.2603,65.9389,18.7951,7.9797,20.4577,69.8504,27.563,61.7605,"Female"
"Japan",1985,61167.76,358.037,80.5448,66.1867,18.9996,8.095,19.4296,68.0265,26.5122,60.3803,"Female"
"Japan",1986,61444.073,356.889,80.9786,66.5884,19.3335,8.2919,18.8813,65.6759,26.0448,58.4333,"Female"
"Japan",1987,61741.562,353.854,81.431,67.0149,19.7021,8.5384,17.9006,63.5815,24.7974,56.6709,"Female"
"Japan",1988,62017.763,374.365,81.3282,66.9095,19.5589,8.3721,17.9008,62.9635,24.6901,56.067,"Female"
"Japan",1989,62263.9,368.398,81.8003,67.3642,19.9798,8.6865,17.3907,61.6139,23.9974,54.943,"Female"
"Japan",1990,62500.626,382.981,81.8645,67.4205,19.9823,8.6579,17.0272,60.0643,23.5971,53.4865,"Female"
"Japan",1991,62761.827,382.375,82.1772,67.7354,20.2794,8.8946,16.5943,59.6504,22.972,53.0794,"Female"
"Japan",1992,63032.849,399.029,82.2972,67.8461,20.3974,8.9838,16.5556,59.002,22.9818,52.53,"Female"
"Japan",1993,63284.764,414.394,82.4479,68.0053,20.5134,9.0886,16.1229,58.1171,22.5127,51.5441,"Female"
"Japan",1994,63531.14,415.602,82.8995,68.4242,20.8873,9.3406,15.7492,56.1562,21.9456,50.0064,"Female"
"Japan",1995,63746.396,439.829,82.78,68.3174,20.8612,9.3525,16.3693,58.0422,22.9134,51.7243,"Female"
"Japan",1996,63919.583,425.796,83.4974,68.9762,21.4389,9.8203,14.933,54.8727,21.7304,49.2841,"Female"
"Japan",1997,64087.897,433.936,83.7321,69.208,21.6547,9.9497,14.9037,54.2962,21.6228,48.7611,"Female"
"Japan",1998,64255.726,442.846,83.9208,69.4015,21.8676,10.1344,15.3861,54.6932,21.9065,49.113,"Female"
"Japan",1999,64409.936,467.227,83.9158,69.3501,21.8001,10.0571,14.6384,53.9753,21.5837,48.9228,"Female"
"Japan",2000,64550.719,455.429,84.5192,69.9324,22.3371,10.4966,14.2049,52.4511,21.1139,47.6856,"Female"
"Japan",2001,64697.039,459.449,84.8445,70.2405,22.5975,10.6956,13.6235,51.0101,20.5068,46.4468,"Female"
"Japan",2002,64842.965,465.037,85.143,70.54,22.8661,10.9001,13.5841,50.0037,19.9875,45.4355,"Female"
"Japan",2003,64972.061,482.049,85.2435,70.6401,22.9471,10.9249,13.6925,49.5,19.9483,44.939,"Female"
"Japan",2004,65081.092,490.371,85.5007,70.8553,23.187,11.1046,13.1602,49.4149,20.0169,45.3591,"Female"
"Japan",2005,65169.332,519.282,85.4076,70.7609,23.0837,10.9928,13.3676,49.1489,20.2031,45.0918,"Female"
"Japan",2006,65249.425,525.541,85.6959,71.0491,23.3238,11.1727,13.0913,48.1595,19.8503,44.1172,"Female"
"Japan",2007,65328.438,536.253,85.8781,71.2148,23.4646,11.2617,12.6373,47.0739,19.4092,43.2279,"Female"
"Japan",2008,65396.985,553.013,85.9491,71.2864,23.5231,11.2801,12.8841,46.5782,19.5464,42.7302,"Female"
"Japan",2009,65449.717,551.669,86.3206,71.6321,23.8286,11.4913,12.3712,45.1952,19.3111,41.6383,"Female"
"Japan",2010,65479.176,580.921,86.2318,71.5432,23.7291,11.3877,12.065,45.0329,18.8108,41.4754,"Female"
"Japan",2011,65454.816,614.513,85.8497,71.2285,23.6039,11.3033,14.4132,49.596,21.388,45.2445,"Female"
"Japan",2012,65379.503,619.009,86.3506,71.6615,23.758,11.3533,11.5512,43.389,17.8783,39.8349,"Female"
"Japan",2013,65285.76,626.378,86.5494,71.8311,23.9064,11.4541,10.879,42.4129,17.5148,39.201,"Female"
"Japan",2014,65175.094,629.587,86.7535,72.0417,24.1005,11.6225,10.9087,42.0298,17.22,38.7493,"Female"
"Japan",2015,65071.434,639.044,86.962,72.2399,24.2237,11.7029,10.3449,40.3041,16.4827,37.133,"Female"
"Japan",2016,65013.224,650.652,87.1056,72.3883,24.3567,11.8055,10.2754,40.2175,16.2072,37.0078,"Female"
"Japan",2017,64969.707,667.69,87.2604,72.519,24.4251,11.8428,9.5926,38.6232,15.6463,35.6876,"Female"
"Japan",2018,64897.017,684.271,87.3101,72.5764,24.4943,11.915,9.8005,38.8155,15.6955,35.7841,"Female"
"Japan",2019,64791.067,696.818,87.4293,72.7009,24.6073,11.997,9.8996,38.5752,15.5872,35.4851,"Female"
"Japan",2020,64600.334,688.266,87.7266,72.9669,24.8943,12.2695,9.8303,38.3348,15.9121,35.6105,"Female"
"Japan",2021,64300.226,720.482,87.5914,72.8293,24.7554,12.1404,10.068,38.3446,15.8432,35.6394,"Female"
"Japan",2022,63971.109,786.375,87.0874,72.3276,24.3072,11.731,10.51,39.54,16.6976,36.7949,"Female"
"Japan",2023,63670.971,737.863,87.7411,72.982,24.8484,12.1983,9.7198,37.182,15.3408,34.4454,"Female"
"United Kingdom",1950,26021.141,287.919,70.9231,58.5019,14.2751,5.9932,69.9744,174.5147,69.3761,143.7652,"Female"
"United Kingdom",1951,26136.091,307.756,70.6829,58.239,13.7911,5.6472,66.0589,172.6956,65.506,142.0854,"Female"
"United Kingdom",1952,26234.786,276.336,72.1066,59.5365,14.7391,6.2488,58.9208,158.4741,58.179,129.5113,"Female"
"United Kingdom",1953,26341.394,278.704,72.3656,59.7441,14.7924,6.2524,56.7399,153.9305,56.4256,125.5066,"Female"
"United Kingdom",1954,26447.561,278.165,72.8055,59.9524,14.9338,6.3226,52.5095,148.8687,54.6878,123.2562,"Female"
"United Kingdom",1955,26546.376,288.41,72.7733,59.9524,14.7396,6.1344,50.9951,145.7845,51.639,119.6542,"Female"
"United Kingdom",1956,26646.551,289.584,73.1019,60.141,14.8146,6.1693,47.9299,140.4506,49.9494,115.9931,"Female"
"United Kingdom",1957,26762.482,284.12,73.3161,60.3893,15.166,6.4976,48.8442,141.6796,50.6047,116.8855,"Female"
"United Kingdom",1958,26889.039,292.338,73.4937,60.4408,15.0463,6.3357,45.454,137.0338,48.2092,113.736,"Female"
"United Kingdom",1959,27018.985,294.392,73.6019,60.5812,15.1339,6.4138,45.7983,135.8342,47.1998,112.1126,"Female"
"United Kingdom",1960,27158.88,293.28,73.8826,60.83,15.3055,6.5082,44.0842,132.7048,46.1034,109.3737,"Female"
"United Kingdom",1961,27308.952,307.947,73.6541,60.5459,15.0476,6.3451,43.6422,133.6216,46.6661,110.9132,"Female"
"United Kingdom",1962,27471.908,308.347,73.7885,60.6754,15.191,6.4183,43.8819,133.1282,46.8472,110.513,"Female"
"United Kingdom",1963,27639.185,316.898,73.7242,60.5783,15.0899,6.3302,43.1118,133.5831,47.1045,111.3576,"Female"
"United Kingdom",1964,27807.37,295.528,74.5631,61.3625,15.8309,6.887,41.3306,129.2055,45.6359,107.7513,"Female"
"United Kingdom",1965,27980.389,304.052,74.5797,61.2885,15.7565,6.8435,40.474,128.7063,45.7981,108.2865,"Female"
"United Kingdom",1966,28139.647,313.959,74.5009,61.1935,15.6397,6.7382,40.0038,128.7935,45.2827,108.5718,"Female"
"United Kingdom",1967,28290.629,301.793,75.0859,61.741,16.1022,7.0495,38.5307,124.3274,43.4766,104.596,"Female"
"United Kingdom",1968,28429.512,323.099,74.7148,61.3366,15.7082,6.722,37.9792,125.7418,43.6009,106.3225,"Female"
"United Kingdom",1969,28540.439,322.489,74.7853,61.3389,15.8258,6.9587,36.9919,127.8848,44.8148,109.3915,"Female"
"United Kingdom",1970,28637.744,322.006,74.9856,61.5621,15.9738,6.9844,36.864,125.6556,43.8687,106.8854,"Female"
"United Kingdom",1971,28735.81,317.649,75.3258,61.8724,16.2459,7.095,36.1089,123.7793,42.9217,105.3926,"Female"
"United Kingdom",1972,28819.508,332.612,75.0696,61.577,15.9977,6.9403,35.7489,125.5533,43.247,107.6174,"Female"
"United Kingdom",1973,28867.61,332.02,75.2852,61.735,16.094,6.9557,34.799,122.7816,42.8451,105.5268,"Female"
"United Kingdom",1974,28875.036,331.32,75.4517,61.8775,16.2201,7.0279,33.9524,121.6433,41.6287,104.6766,"Female"
"United Kingdom",1975,28862.17,328.382,75.7091,62.0744,16.3827,7.1067,33.1839,118.9468,41.0248,102.7317,"Female"
"United Kingdom",1976,28847.731,339.773,75.6749,61.9116,16.2136,6.9359,31.2154,117.7972,40.5068,103.0457,"Female"
"United Kingdom",1977,28837.578,326.05,76.1369,62.373,16.6019,7.25,30.8854,114.6769,39.2874,99.9908,"Female"
"United Kingdom",1978,28840.117,331.678,76.069,62.3053,16.5952,7.2709,31.421,116.4837,39.6716,101.7801,"Female"
"United Kingdom",1979,28859.095,336.796,76.1885,62.3614,16.5845,7.2491,29.4858,114.4263,38.0569,100.4767,"Female"
"United Kingdom",1980,28890.161,329.904,76.5743,62.7022,16.8348,7.4412,28.7334,109.965,36.5359,96.5462,"Female"
"United Kingdom",1981,28907.407,329.767,76.8847,62.8869,16.9305,7.4651,26.1482,106.2296,35.3308,94.2847,"Female"
"United Kingdom",1982,28907.728,333.91,76.9442,62.9268,16.93,7.4759,25.9633,104.2255,34.4139,92.5078,"Female"
"United Kingdom",1983,28901.013,331.195,77.2153,63.1578,17.0885,7.5759,24.9149,101.5828,33.3222,90.3362,"Female"
"United Kingdom",1984,28938.066,324.658,77.5534,63.4585,17.3632,7.8092,24.1857,99.219,32.5679,88.4422,"Female"
"United Kingdom",1985,29030.4,339.895,77.36,63.2599,17.0974,7.5908,23.8845,97.7869,31.9679,87.0099,"Female"
"United Kingdom",1986,29120.119,334.543,77.6717,63.5353,17.2936,7.7491,23.2611,94.7428,31.5903,84.4224,"Female"
"United Kingdom",1987,29177.638,327.043,77.9578,63.8087,17.5792,8.0114,23.2031,93.6654,31.3578,83.5247,"Female"
"United Kingdom",1988,29379.559,330.707,78.0619,63.8885,17.6021,8.001,22.7746,91.616,31.3094,81.7634,"Female"
"United Kingdom",1989,29606.167,340.279,78.083,63.8729,17.5167,7.9037,22.2592,89.8454,30.6117,80.3942,"Female"
"United Kingdom",1990,29703.709,329.745,78.504,64.2568,17.8498,8.1774,21.4585,87.103,29.7874,78.1199,"Female"
"United Kingdom",1991,29805.854,334.698,78.6136,64.3251,17.8131,8.128,20.9038,84.3632,29.3409,75.8401,"Female"
"United Kingdom",1992,29855.914,328.369,78.9624,64.5997,18.0293,8.3199,19.7309,81.7525,28.7972,74.138,"Female"
"United Kingdom",1993,29892.443,343.604,78.7679,64.3992,17.8059,8.0673,19.6431,81.8171,28.7972,74.2399,"Female"
"United Kingdom",1994,29963.459,327.105,79.3069,64.9026,18.2401,8.3973,18.928,79.0868,28.7001,71.9875,"Female"
"United Kingdom",1995,30031.028,337.856,79.186,64.7815,18.0991,8.2408,19.0163,79.6392,28.7001,72.5256,"Female"
"United Kingdom",1996,30091.299,333.735,79.4028,64.9916,18.2654,8.3271,19.232,78.2484,28.3504,71.2355,"Female"
"United Kingdom",1997,30156.847,332.391,79.5815,65.1553,18.3813,8.3708,18.703,76.6161,27.9714,69.7762,"Female"
"United Kingdom",1998,30238.975,332.34,79.7133,65.2706,18.463,8.3972,18.2523,75.8316,27.7186,69.1993,"Female"
"United Kingdom",1999,30334.798,335.621,79.7595,65.3178,18.4834,8.3582,18.0853,74.9716,27.7478,68.3239,"Female"
"United Kingdom",2000,30428.498,321.912,80.1919,65.7276,18.8737,8.5873,17.8595,73.9444,27.6019,67.6063,"Female"
"United Kingdom",2001,30523.819,319.022,80.4174,65.964,19.0501,8.6433,17.5355,72.2576,26.6972,65.7863,"Female"
"United Kingdom",2002,30631.36,322.525,80.5126,66.0154,19.0612,8.5978,17.0555,70.7828,26.7556,64.8236,"Female"
"United Kingdom",2003,30754.475,326.504,80.484,66.0361,19.0581,8.5309,17.4962,71.1157,26.4928,64.5804,"Female"
"United Kingdom",2004,30914.612,309.575,81.0534,66.5577,19.5122,8.8592,16.77,67.9998,25.6747,62.0607,"Female"
"United Kingdom",2005,31114.79,309.712,81.1894,66.6812,19.6006,8.8887,16.0624,67.3663,25.0704,61.5729,"Female"
"United Kingdom",2006,31327.139,302.004,81.4684,66.9845,19.898,9.0942,16.3964,66.8622,24.9046,60.803,"Female"
"United Kingdom",2007,31550.629,303.239,81.6142,67.1012,19.9816,9.096,15.8167,65.7238,24.534,60.0044,"Female"
"United Kingdom",2008,31776.709,306.487,81.6699,67.1473,20.0346,9.086,16.0336,65.6962,24.7389,60.0984,"Female"
"United Kingdom",2009,31998.231,292.194,82.1902,67.6629,20.4852,9.4286,15.5121,63.6666,23.8998,58.1413,"Female"
"United Kingdom",2010,32225.934,293.826,82.3326,67.7887,20.5773,9.4665,15.2071,62.7676,23.4311,57.4441,"Female"
"United Kingdom",2011,32455.054,287.1,82.7193,68.1314,20.8682,9.6921,14.2526,60.526,22.8939,55.7365,"Female"
"United Kingdom",2012,32665.363,298.181,82.6658,68.0715,20.7305,9.5096,13.6216,59.1065,21.8771,54.3758,"Female"
"United Kingdom",2013,32864.341,299.752,82.7685,68.1605,20.805,9.5467,13.6419,58.4387,21.9163,53.865,"Female"
"United Kingdom",2014,33084.442,294.3,82.9829,68.381,21.0528,9.7564,13.9768,58.2782,22.542,53.6474,"Female"
"United Kingdom",2015,33318.008,311.811,82.7269,68.104,20.7628,9.4525,13.7999,58.4671,22.6496,54.0637,"Female"
"United Kingdom",2016,33547.622,305.422,82.8709,68.2657,20.9864,9.7009,14.0557,59.7181,22.9329,55.132,"Female"
"United Kingdom",2017,33762.995,309.276,82.9845,68.3699,21.0052,9.6725,13.5825,57.5813,22.3563,53.0983,"Female"
"United Kingdom",2018,33952.202,313.072,82.9444,68.3258,21.0249,9.6987,13.9968,59.0034,23.2358,54.5744,"Female"
"United Kingdom",2019,34117.977,303.569,83.2753,68.661,21.3449,9.951,13.9475,58.1561,23.0697,53.6947,"Female"
"United Kingdom",2020,34223.101,342.13,82.4003,67.7522,20.5629,9.3583,13.7703,61.7661,24.5633,57.6703,"Female"
"United Kingdom",2021,34370.631,328.845,82.6705,68.047,20.928,9.6368,14.4796,63.1755,25.3551,58.8113,"Female"
"United Kingdom",2022,34621.061,321.217,83.0184,68.4126,21.2264,9.8265,14.5539,61.5656,24.8152,56.9988,"Female"
"United Kingdom",2023,34870.368,323.762,83.2082,68.5696,21.3424,9.8841,13.8732,60.2335,24.3837,56.0607,"Female"
"Italy",1950,23849.613,218.5,67.4292,58.4532,14.31,5.9507,120.4938,215.8737,74.4527,144.253,"Female"
"Italy",1951,24003.29,232.656,67.0461,58.0295,13.8032,5.5359,119.6933,216.0935,73.7676,144.6209,"Female"
"Italy",1952,24123.37,228.967,67.6902,58.513,13.8994,5.5304,111.3858,205.6671,66.0011,135.9119,"Female"
"Italy",1953,24336.839,227.958,68.3903,58.6685,13.8795,5.5725,102.1418,194.4287,62.5952,130.9812,"Female"
"Italy",1954,24565.992,210.866,69.876,59.7084,14.6981,6.055,93.0514,179.4823,58.6027,121.6239,"Female"
"Italy",1955,24730.347,212.26,70.3575,59.893,14.7617,6.089,88.2126,172.8165,56.5199,118.4383,"Female"
"Italy",1956,24881.238,237.287,69.8065,59.0936,13.9283,5.4311,83.9268,173.9744,55.7743,122.2298,"Female"
"Italy",1957,25025.043,228.469,70.0864,59.5651,14.4644,5.9407,87.1792,174.3432,56.6048,120.4988,"Female"
"Italy",1958,25176.745,215.776,71.1793,60.4428,15.0624,6.204,80.8276,162.8667,51.8571,111.7573,"Female"
"Italy",1959,25338.426,214.192,71.6422,60.7858,15.3637,6.375,78.4415,159.7277,50.5098,110.2015,"Female"
"Italy",1960,25501.451,225.355,71.6867,60.5569,15.0627,6.1012,74.5557,155.9821,50.1489,109.5785,"Female"
"Italy",1961,25665.784,218.3,72.4563,61.0914,15.4995,6.3772,69.9379,149.154,48.0379,105.6698,"Female"
"Italy",1962,25848.528,238.319,71.8831,60.5303,14.9808,6.0294,70.6074,152.7202,49.1795,108.9461,"Female"
"Italy",1963,26047.152,241.85,72.0527,60.555,15.0226,6.0615,69.0459,151.1269,50.0729,109.053,"Female"
"Italy",1964,26269.334,227.923,73.1678,61.375,15.6469,6.4984,62.5255,140.7419,45.9794,102.4085,"Female"
"Italy",1965,26496.981,242.423,73.05,61.0299,15.2694,6.2206,59.3338,138.0579,45.7981,102.2469,"Female"
"Italy",1966,26713.444,231.21,73.813,61.7116,15.8247,6.5706,56.6506,132.7333,43.3714,98.0897,"Female"
"Italy",1967,26920.383,239.537,73.8248,61.5955,15.7132,6.4547,55.2181,131.7811,43.4096,98.6307,"Female"
"Italy",1968,27103.906,250.823,73.7284,61.4265,15.5055,6.2397,53.8202,131.574,43.18,99.2254,"Female"
"Italy",1969,27275.889,250.607,73.8637,61.4767,15.6514,6.6644,52.7659,131.5275,43.1609,100.2517,"Female"
"Italy",1970,27438.244,244.737,74.5382,62.0205,16.025,6.6684,49.984,124.6107,41.1494,94.9275,"Female"
"Italy",1971,27592.975,244.938,74.8739,62.2918,16.208,6.6939,48.7163,121.0112,39.4315,92.1355,"Female"
"Italy",1972,27775.382,244.785,75.1978,62.4544,16.3859,6.8642,46.401,119.1009,39.7293,92.1809,"Female"
"Italy",1973,27974.876,258.077,75.1185,62.3027,16.1208,6.5547,44.8663,116.5178,38.7012,90.3544,"Female"
"Italy",1974,28168.517,248.655,75.8966,62.8134,16.4981,6.8164,39.7135,109.2699,36.2371,86.3797,"Female"
"Italy",1975,28350.692,258.688,75.9125,62.6567,16.3179,6.6728,37.5384,107.1541,35.7069,86.2426,"Female"
"Italy",1976,28508.08,256.32,76.2753,62.9052,16.5269,6.7943,35.8895,103.9414,35.1571,84.4132,"Female"
"Italy",1977,28647.426,253.637,76.73,63.2432,16.722,6.876,33.2915,98.9445,33.2158,80.7987,"Female"
"Italy",1978,28772.963,249.515,77.1273,63.5792,16.9973,7.0727,31.8576,95.8376,31.7936,78.4702,"Female"
"Italy",1979,28883.73,248.543,77.4773,63.8281,17.2003,7.1518,30.253,92.8706,31.4062,76.7176,"Female"
"Italy",1980,29003.592,257.269,77.4204,63.7245,17.1067,7.1236,30.5263,92.5911,32.2776,76.9115,"Female"
"Italy",1981,29094.287,255.892,77.7514,63.9928,17.2852,7.1853,28.3801,89.044,30.2917,74.2028,"Female"
"Italy",1982,29134.442,252.487,78.1785,64.3448,17.5699,7.435,26.7352,85.5927,29.1371,71.6627,"Female"
"Italy",1983,29164.238,268.382,77.9901,64.099,17.2937,7.1355,26.255,85.2147,29.2245,71.9225,"Female"
"Italy",1984,29192.417,252.713,78.773,64.7723,17.8965,7.6199,24.1093,80.6375,28.0297,68.7151,"Female"
"Italy",1985,29220.778,260.926,78.8304,64.7807,17.8378,7.5589,23.3716,78.8193,27.174,67.4477,"Female"
"Italy",1986,29235.757,260.239,79.123,65.0218,18.0604,7.6946,22.6611,77.8173,27.5922,67.0933,"Female"
"Italy",1987,29247.729,254.11,79.5579,65.4755,18.4706,7.9893,22.4455,75.8596,26.6096,64.9638,"Female"
"Italy",1988,29270.981,259.087,79.7247,65.5844,18.5523,7.9972,21.8818,74.0128,26.3662,63.8037,"Female"
"Italy",1989,29302.069,254.738,80.1518,65.9677,18.8657,8.2373,21.1307,71.6879,25.8695,62.0326,"Female"
"Italy",1990,29337.43,261.916,80.2526,66.0159,18.8891,8.1966,20.8213,70.1864,25.811,61.1317,"Female"
"Italy",1991,29367.478,265.991,80.3022,66.105,18.9956,8.2687,21.7884,70.6867,26.337,61.1786,"Female"
"Italy",1992,29400.12,263.498,80.6598,66.4478,19.2646,8.4874,21.6336,68.6788,25.7039,59.3461,"Female"
"Italy",1993,29429.521,267.259,80.8287,66.5816,19.3819,8.5538,21.1582,67.6205,25.5188,58.6874,"Female"
"Italy",1994,29596.918,269.614,81.0683,66.7546,19.5201,8.6561,20.0443,65.9899,25.2166,57.8493,"Female"
"Italy",1995,29596.555,280.1,81.3345,66.9717,19.7296,8.7958,19.6245,65.0383,25.4993,57.5006,"Female"
"Italy",1996,29447.525,268.925,81.5418,67.217,19.9553,8.9659,19.9459,64.5593,25.1484,56.586,"Female"
"Italy",1997,29467.912,274.648,81.7768,67.3969,20.0063,8.9308,17.928,61.1511,23.099,53.8272,"Female"
"Italy",1998,29491.425,282.177,81.8214,67.3871,19.9931,8.887,16.9062,60.5219,23.0111,53.8461,"Female"
"Italy",1999,29515.787,280.496,82.1898,67.717,20.1977,8.9756,15.8453,57.2199,21.6913,51.0034,"Female"
"Italy",2000,29537.5,277.739,82.4947,67.997,20.4728,9.1551,15.4135,56.5987,21.4271,50.6807,"Female"
"Italy",2001,29556.305,276.124,82.7838,68.2742,20.7092,9.3289,14.921,55.4375,20.9671,49.6928,"Female"
