"Location","Time","TPopulation1July","Deaths","LEx","LE15","LE65","LE80","Q0040","Q0060","Q1550","Q1560","Gender"
"United Kingdom",2009,30507.995,273.92,78.0086,63.5362,17.7645,7.8781,27.5926,100.5129,43.4383,94.2756,"Male"
"United Kingdom",2010,30780.549,273.853,78.3399,63.8394,17.9444,8.0098,25.6084,97.0356,41.0631,91.1272,"Male"
"United Kingdom",2011,31054.232,269.967,78.7636,64.2829,18.2519,8.197,24.6912,93.3704,39.1817,87.2472,"Male"
"United Kingdom",2012,31295.121,275.263,78.9537,64.4425,18.2833,8.1533,23.3357,89.7104,37.7683,83.9278,"Male"
"United Kingdom",2013,31525.047,281.045,78.9898,64.4475,18.3498,8.1682,23.1708,90.594,38.5955,85.182,"Male"
"United Kingdom",2014,31781.474,280.164,79.2351,64.6868,18.5639,8.3463,22.9368,89.2293,38.3358,83.8912,"Male"
"United Kingdom",2015,32064.103,294.07,79.0421,64.5054,18.4022,8.1717,23.2193,90.0296,38.6051,84.5597,"Male"
"United Kingdom",2016,32345.736,293.954,79.1942,64.6319,18.5862,8.3532,23.1712,90.8125,39.6812,85.6576,"Male"
"United Kingdom",2017,32591.476,299.285,79.2839,64.7278,18.6225,8.3523,22.7214,89.8207,39.0088,84.5963,"Male"
"United Kingdom",2018,32800.273,304.647,79.2488,64.6831,18.6851,8.4107,23.6791,92.2752,40.7946,87.165,"Male"
"United Kingdom",2019,32992.981,301.689,79.5536,64.9947,18.9397,8.5878,23.5125,90.4392,39.6428,85.2735,"Male"
"United Kingdom",2020,33128.76,349.407,78.3622,63.7731,17.9693,7.9339,23.2594,99.031,42.0982,94.185,"Male"
"United Kingdom",2021,33298.161,333.241,78.7199,64.165,18.49,8.3362,25.1347,100.6146,43.9652,95.4015,"Male"
"United Kingdom",2022,33558.255,327.305,79.1001,64.5525,18.8048,8.5135,25.2092,98.2366,43.551,92.9421,"Male"
"United Kingdom",2023,33812.594,329.985,79.3619,64.7872,18.9461,8.5803,23.9813,95.6302,42.1813,90.6647,"Male"
"Italy",1950,22542.06,233.666,63.943,55.4485,13.3005,5.4404,141.1552,282.4833,102.8661,207.7609,"Male"
"Italy",1951,22748.609,248.526,63.5227,54.9424,12.7154,5.0365,139.2498,285.322,102.3187,211.4049,"Male"
"Italy",1952,22894.81,245.693,64.0721,55.3196,12.7648,5.0455,132.0626,274.4882,93.8045,202.14,"Male"
"Italy",1953,23074.047,244.483,64.7037,55.4354,12.7182,5.0488,122.4111,264.5032,90.1269,197.8439,"Male"
"Italy",1954,23266.243,231.534,65.7807,56.1361,13.3614,5.4379,116.4846,252.9464,86.9459,190.7698,"Male"
"Italy",1955,23400.471,234.239,66.0842,56.0951,13.3702,5.5496,112.4711,249.14,87.8129,190.8911,"Male"
"Italy",1956,23520.714,260.463,65.4225,55.1667,12.489,4.903,108.4565,255.7985,88.1594,200.5829,"Male"
"Italy",1957,23631.99,255.522,65.4235,55.3874,12.8344,5.3208,112.3985,258.6073,88.0865,201.0385,"Male"
"Italy",1958,23750.354,241.638,66.4724,56.2555,13.3518,5.5977,106.0404,242.2612,81.7082,186.5509,"Male"
"Italy",1959,23881.02,240.225,66.907,56.4502,13.5719,5.7399,103.2798,237.8586,81.8735,184.9794,"Male"
"Italy",1960,24013.104,254.778,66.6818,55.9771,13.1394,5.4188,99.6956,239.3747,83.3872,189.3039,"Male"
"Italy",1961,24149.466,249.904,67.1417,56.2412,13.4704,5.692,98.3879,235.8283,83.9736,188.1437,"Male"
"Italy",1962,24322.062,270.344,66.526,55.6139,12.9044,5.3566,98.7996,241.8089,85.1179,194.2101,"Male"
"Italy",1963,24523.824,274.884,66.556,55.4666,12.8658,5.4198,98.6078,241.2379,88.3144,195.6994,"Male"
"Italy",1964,24750.245,262.256,67.567,56.1679,13.3043,5.7999,89.9369,228.2335,83.2038,186.201,"Male"
"Italy",1965,24983.747,274.945,67.447,55.9115,12.928,5.5424,86.5599,226.7087,82.204,186.1278,"Male"
"Italy",1966,25205.624,264.693,68.1514,56.51,13.3094,5.7888,82.1613,217.1353,77.6035,177.7343,"Male"
"Italy",1967,25417.951,270.591,68.2083,56.3878,13.1781,5.742,80.0066,216.4579,78.0093,179.1392,"Male"
"Italy",1968,25608.25,282.577,67.9908,56.1547,12.9064,5.5334,79.2222,216.9418,78.0277,179.6726,"Male"
"Italy",1969,25784.249,288.389,67.8661,55.8859,12.8093,5.8561,77.9337,220.0614,79.9986,184.5637,"Male"
"Italy",1970,25951.992,276.775,68.6949,56.5756,13.269,5.8402,74.5183,209.7236,76.7545,175.8078,"Male"
"Italy",1971,26114.82,278.561,68.873,56.7006,13.358,5.8227,73.2003,208.234,76.1634,174.9832,"Male"
"Italy",1972,26292.18,279.748,69.0795,56.7399,13.4268,5.9641,71.1866,206.6962,76.459,175.4451,"Male"
"Italy",1973,26475.691,289.952,69.0803,56.6217,13.1701,5.6385,68.4745,203.3925,74.8044,173.3894,"Male"
"Italy",1974,26652.597,283.244,69.6938,56.9552,13.4002,5.8295,61.8852,197.1316,72.0618,170.4746,"Male"
"Italy",1975,26815.354,295.242,69.5479,56.6053,13.0972,5.6624,59.6191,198.1004,72.3494,173.7779,"Male"
"Italy",1976,26951.335,293.24,69.8615,56.7754,13.2096,5.7216,56.6551,194.8647,71.059,172.2314,"Male"
"Italy",1977,27067.129,291.032,70.145,56.9607,13.339,5.7684,54.8614,191.5248,69.3947,170.0432,"Male"
"Italy",1978,27166.002,289.221,70.4168,57.1464,13.4617,5.8574,52.5704,188.7786,67.2705,168.3067,"Male"
"Italy",1979,27248.65,287.508,70.7168,57.2887,13.5989,5.904,51.2496,184.8075,67.0187,166.1748,"Male"
"Italy",1980,27408.492,294.017,70.6655,57.2165,13.513,5.8446,51.6463,184.121,66.7667,165.6744,"Male"
"Italy",1981,27552.463,289.765,71.0954,57.5469,13.6686,5.9179,48.1871,177.205,63.298,159.9395,"Male"
"Italy",1982,27584.734,283.811,71.5906,57.9456,13.9568,6.1197,46.4288,171.0475,61.5072,154.9177,"Male"
"Italy",1983,27601.874,297.155,71.4415,57.6905,13.7106,5.8907,44.831,171.3673,60.9439,156.446,"Male"
"Italy",1984,27617.935,283.051,72.1558,58.3408,14.1822,6.2338,42.5499,162.7669,58.0471,148.6238,"Male"
"Italy",1985,27634.722,287.859,72.3077,58.4116,14.1644,6.1649,41.4483,158.9153,56.8407,145.6899,"Male"
"Italy",1986,27640.231,285.823,72.624,58.6869,14.3221,6.2301,39.8103,153.9319,55.5476,141.1843,"Male"
"Italy",1987,27644.197,279.98,73.0224,59.0555,14.6609,6.4672,40.0351,150.0769,54.8579,137.7076,"Male"
"Italy",1988,27657.77,281.508,73.2245,59.2273,14.7546,6.4566,40.584,145.8182,55.217,133.7925,"Male"
"Italy",1989,27674.686,278.415,73.5873,59.4985,15.0244,6.6508,41.234,142.3154,56.0575,131.381,"Male"
"Italy",1990,27694.023,283.03,73.6349,59.5344,15.0551,6.6573,43.39,141.321,58.0565,130.5119,"Male"
"Italy",1991,27707.915,288.643,73.5925,59.5242,15.1179,6.6481,45.6626,142.8553,60.0701,131.6675,"Male"
"Italy",1992,27724.87,285.068,73.9748,59.9056,15.383,6.8426,45.0232,138.5676,59.2332,127.3934,"Male"
"Italy",1993,27741.242,286.577,74.3611,60.1854,15.4256,6.8426,41.4171,131.9792,55.6704,122.0103,"Male"
"Italy",1994,27823.219,287.952,74.5617,60.3185,15.5435,6.9221,41.0454,130.6174,56.1708,121.4921,"Male"
"Italy",1995,27806.788,296.932,74.7775,60.5347,15.7013,7.0265,41.7555,128.2501,56.3689,119.0993,"Male"
"Italy",1996,27714.566,283.83,75.1854,60.8854,15.8845,7.1334,39.4365,123.1992,53.7704,114.7368,"Male"
"Italy",1997,27721.362,284.649,75.5384,61.1867,15.9894,7.1428,35.174,117.9776,49.9589,110.1304,"Male"
"Italy",1998,27723.769,290.253,75.6416,61.2576,15.9451,7.0923,33.823,115.107,48.5898,107.6352,"Male"
"Italy",1999,27725.011,285.741,76.0576,61.6444,16.2136,7.1761,31.9666,112.0314,46.666,104.9541,"Male"
"Italy",2000,27734.696,280.453,76.5318,62.0627,16.5233,7.3269,30.8652,107.7615,45.6073,101.3487,"Male"
"Italy",2001,27749.456,278.839,76.7945,62.3453,16.7411,7.4395,30.4672,106.1625,44.8816,99.5316,"Male"
"Italy",2002,27809.175,278.897,77.0733,62.6315,16.8946,7.4897,29.6432,102.5713,43.6105,95.8321,"Male"
"Italy",2003,27974.451,286.408,77.3182,62.7613,16.8519,7.3202,25.8252,97.5886,40.0845,92.2263,"Male"
"Italy",2004,28201.571,270.5,78.056,63.5077,17.4669,7.8006,24.7525,92.3933,38.3551,86.9642,"Male"
"Italy",2005,28379.141,278.404,78.1626,63.6013,17.4525,7.6553,23.9336,89.6579,36.8441,84.3674,"Male"
"Italy",2006,28494.784,274.378,78.5626,63.9874,17.8025,7.8449,23.2013,88.0816,36.4202,83.0021,"Male"
"Italy",2007,28662.014,278.9,78.7465,64.151,17.8799,7.8075,22.5865,85.3883,35.5815,80.5229,"Male"
"Italy",2008,28874.948,282.673,78.9479,64.3559,17.9867,7.8142,21.6084,83.4287,34.0662,78.5347,"Male"
"Italy",2009,29033.655,285.466,79.1414,64.5587,18.1069,7.8781,20.786,81.3639,32.5292,76.3574,"Male"
"Italy",2010,29148.832,284.102,79.5381,64.9223,18.326,7.9766,19.1598,77.618,30.602,73.0263,"Male"
"Italy",2011,29240.98,287.62,79.7015,65.08,18.4364,8.0506,18.6304,76.5293,29.8262,71.9968,"Male"
"Italy",2012,29330.45,294.966,79.8054,65.1568,18.4506,8.0096,17.6784,74.7919,28.9915,70.5945,"Male"
"Italy",2013,29407.591,289.544,80.2041,65.5821,18.769,8.2461,17.0785,72.3921,27.2421,67.8859,"Male"
"Italy",2014,29425.983,289.731,80.4923,65.8306,18.9739,8.3967,16.1549,70.0988,26.3954,66.0665,"Male"
"Italy",2015,29403.014,307.319,80.2253,65.568,18.753,8.193,16.558,71.3996,27.3199,67.3078,"Male"
"Italy",2016,29391.61,297.643,80.735,66.0744,19.1386,8.4946,15.7219,68.5445,25.509,64.4962,"Male"
"Italy",2017,29393.679,313.368,80.4487,65.8079,18.9823,8.334,17.2954,70.7958,27.8158,66.5054,"Male"
"Italy",2018,29379.159,303.628,80.9483,66.3011,19.3488,8.6464,16.2531,67.3979,25.8403,63.2137,"Male"
"Italy",2019,29326.484,308.129,81.1421,66.4483,19.4155,8.6631,15.1614,65.1017,25.1191,61.4696,"Male"
"Italy",2020,29229.606,363.912,79.8466,65.1433,18.2548,7.9755,15.1023,70.0157,26.0643,66.4494,"Male"
"Italy",2021,29153.42,329.132,80.5851,65.8628,19.0402,8.764,15.5163,69.6441,26.7945,66.3373,"Male"
"Italy",2022,29109.539,368.085,79.5902,64.9792,18.5637,8.2795,20.9025,81.5929,33.7283,76.92,"Male"
"Italy",2023,29062.453,320.426,81.5678,66.845,19.6693,8.7691,13.763,61.4269,23.4261,58.1443,"Male"
"France",1950,20131.284,271.765,63.4363,53.3735,12.2136,5.0934,126.6055,302.8201,119.9886,247.3568,"Male"
"France",1951,20372.131,286.558,63.1728,52.9302,11.7913,4.7972,123.8237,306.797,121.5185,253.4737,"Male"
"France",1952,20611.142,267.9,64.4118,53.8076,12.3046,5.1609,112.808,288.6692,111.0465,239.1004,"Male"
"France",1953,20850.642,282.964,64.2866,53.3161,11.8115,4.8523,107.1434,290.5774,111.7574,245.1789,"Male"
"France",1954,21090.35,267.275,65.0322,53.9671,12.3961,5.2186,104.3822,280.8788,108.8035,236.5165,"Male"
"France",1955,21333.571,270.463,65.2279,53.9463,12.3182,5.1446,101.5542,277.3591,107.0818,235.3246,"Male"
"France",1956,21573.593,280.773,65.1662,53.6359,12.0595,4.9637,97.4807,279.4637,108.224,240.3324,"Male"
"France",1957,21810.268,275.42,65.4975,53.8245,12.2426,5.2063,96.8188,274.1313,106.8139,236.4404,"Male"
"France",1958,22050.708,255.396,66.8491,54.93,12.8142,5.4052,88.5695,250.7652,96.51,215.5269,"Male"
"France",1959,22299.359,259.977,66.8555,54.8232,12.7832,5.4494,87.1571,251.5303,97.3679,217.5483,"Male"
"France",1960,22545.913,267.004,67.0228,54.7505,12.6035,5.3192,81.5238,248.2959,94.2756,217.0319,"Male"
"France",1961,22791.73,258.819,67.461,55.0639,13.0144,5.6254,81.8511,244.2303,96.7539,214.4043,"Male"
"France",1962,23033.608,276.481,66.9912,54.5983,12.5427,5.263,82.0321,249.2452,97.6206,219.346,"Male"
"France",1963,23271.844,285.264,66.8075,54.3696,12.3749,5.2381,81.1818,251.7219,98.1258,222.3615,"Male"
"France",1964,23521.363,267.772,67.6797,55.0551,12.9286,5.6494,78.0702,239.3858,95.4975,212.0281,"Male"
"France",1965,23746.636,280.014,67.4708,54.6785,12.6443,5.4755,76.3891,243.2463,98.1438,217.8378,"Male"
"France",1966,23950.691,272.605,67.8201,55.0323,12.9502,5.7595,76.4485,238.2688,97.404,212.8156,"Male"
"France",1967,24143.634,280.178,67.7867,54.9006,12.7896,5.6207,74.207,238.1819,97.774,213.7834,"Male"
"France",1968,24334.065,285.081,67.76,54.8509,12.7172,5.5577,74.2684,237.2567,98.1799,213.0517,"Male"
"France",1969,24558.176,296.787,67.4151,54.4694,12.4659,5.5818,75.5918,241.7139,100.3866,217.9315,"Male"
"France",1970,24815.861,278.663,68.3707,55.3237,13.0491,5.7831,72.5251,227.3984,95.8592,204.6812,"Male"
"France",1971,25077.483,285.123,68.3077,55.1755,13.0044,5.7257,71.8927,230.5892,98.234,208.9012,"Male"
"France",1972,25316.201,284.95,68.482,55.232,13.1113,5.9002,71.6921,229.5527,99.7117,209.2412,"Male"
"France",1973,25541.71,287.617,68.6861,55.3675,13.1125,5.7478,68.6929,225.8103,97.8461,206.2385,"Male"
"France",1974,25721.699,286.189,68.9306,55.5639,13.253,5.8848,66.4272,223.531,95.9587,204.5141,"Male"
"France",1975,25830.519,291.045,69.0157,55.5257,13.1856,5.8012,63.7589,222.8054,95.9587,205.2139,"Male"
"France",1976,25916.942,290.362,69.1497,55.5781,13.339,5.8709,63.775,223.8052,96.6093,207.2381,"Male"
"France",1977,26017.591,281.165,69.6966,56.0842,13.7106,6.1219,61.844,217.1397,94.0401,201.0142,"Male"
"France",1978,26115.677,286.484,69.8195,56.1035,13.6441,5.9739,59.1148,213.3376,92.3353,198.3411,"Male"
"France",1979,26214.784,284.109,70.0536,56.28,13.8612,6.1063,59.4949,212.5301,91.8904,198.2368,"Male"
"France",1980,26340.449,285.832,70.1515,56.4106,13.9504,6.0963,60.0463,210.5877,91.0909,195.9163,"Male"
"France",1981,26487.971,288.138,70.3722,56.5736,13.9704,6.0247,57.85,206.7942,88.2142,192.758,"Male"
"France",1982,26638.714,283.222,70.7074,56.8421,14.2641,6.2201,57.3364,204.9399,87.9953,191.716,"Male"
"France",1983,26768.722,289.584,70.7271,56.8204,14.1648,6.0898,56.9552,203.0977,87.0007,190.3164,"Male"
"France",1984,26884.568,283.353,71.1417,57.1677,14.4776,6.3124,55.1852,199.4354,85.1271,187.4532,"Male"
"France",1985,27003.04,288.114,71.2361,57.2476,14.44,6.1885,53.6145,196.9249,83.4422,185.1096,"Male"
"France",1986,27126.442,285.133,71.5029,57.4823,14.6288,6.3389,53.1537,193.2408,82.571,181.7862,"Male"
"France",1987,27259.001,276.631,72.0268,57.9889,14.9734,6.5529,51.6854,186.2405,80.0354,174.9913,"Male"
"France",1988,27402.504,273.714,72.3192,58.2688,15.2365,6.6878,52.1503,183.6324,79.6305,172.5621,"Male"
"France",1989,27553.922,275.49,72.4459,58.3627,15.3472,6.749,52.5982,182.0738,80.532,171.3697,"Male"
"France",1990,27696.324,274.186,72.7219,58.6087,15.5266,6.7949,52.9215,177.9174,80.909,167.5741,"Male"
"France",1991,27827.786,274.092,72.8755,58.7607,15.687,6.9356,53.7362,176.239,82.1856,165.8991,"Male"
"France",1992,27958.771,273.041,73.1462,58.9745,15.8299,7.0656,52.5177,173.3368,81.6715,163.6691,"Male"
"France",1993,28068.216,277.293,73.2468,59.0391,15.8508,6.9926,51.98,171.6177,81.6623,162.355,"Male"
"France",1994,28152.89,272.485,73.6431,59.3802,16.1225,7.2121,50.3606,168.4831,80.7251,159.855,"Male"
"France",1995,28233.822,276.714,73.8342,59.4638,16.0564,7.1841,47.6179,163.7935,79.0321,156.3864,"Male"
"France",1996,28315.408,278.443,74.0635,59.6871,16.0748,7.1569,44.3937,159.5013,74.8599,152.1408,"Male"
"France",1997,28398.505,274.586,74.5053,60.1118,16.2637,7.2728,41.1299,153.2251,70.7989,146.0654,"Male"
"France",1998,28516.926,275.93,74.7207,60.2958,16.3299,7.2596,39.2108,149.9677,69.1341,143.1913,"Male"
"France",1999,28677.981,276.704,74.9376,60.4944,16.4314,7.3226,37.856,147.7298,67.7554,141.1668,"Male"
"France",2000,28856.747,274.127,75.2333,60.8134,16.6551,7.4272,36.9695,145.476,66.1599,138.6467,"Male"
"France",2001,29047.552,274.298,75.4307,61.0015,16.8541,7.5151,37.0856,144.8867,66.384,138.1815,"Male"
"France",2002,29239.954,275.318,75.7026,61.225,16.9923,7.5868,35.2077,142.8248,64.047,136.6979,"Male"
"France",2003,29430.235,281.196,75.8065,61.3301,16.999,7.5067,33.7787,141.0228,61.8074,134.8744,"Male"
"France",2004,29628.474,265.438,76.6724,62.1668,17.6145,7.9461,31.3025,132.6332,57.7174,126.861,"Male"
"France",2005,29831.64,273.219,76.7159,62.1758,17.5886,7.8672,30.4216,131.9573,56.6614,126.5815,"Male"
"France",2006,30035.339,268.502,77.1569,62.6351,17.9625,8.1179,29.3734,128.8611,54.0353,123.2825,"Male"
"France",2007,30226.191,271.099,77.3817,62.8452,18.098,8.1522,28.6842,126.1653,52.2457,120.7715,"Male"
"France",2008,30394.999,274.734,77.5823,63.0304,18.2086,8.1777,27.9268,123.4527,50.7661,118.2356,"Male"
"France",2009,30554.042,277.163,77.7385,63.1988,18.386,8.2835,28.286,123.7591,50.3958,118.412,"Male"
"France",2010,30708.895,278.716,77.9966,63.4262,18.5375,8.3819,27.3437,120.6611,48.8752,115.6748,"Male"
"France",2011,30861.392,275.995,78.3989,63.8069,18.8314,8.5964,26.3324,117.3669,47.2855,112.6274,"Male"
"France",2012,31019.013,284.964,78.4665,63.8862,18.7724,8.4975,24.7728,113.9529,44.8052,109.0797,"Male"
"France",2013,31181.964,285.202,78.7378,64.1711,18.9411,8.6413,24.3628,110.3479,43.5435,105.3121,"Male"
"France",2014,31323.019,279.319,79.2451,64.6622,19.304,8.9138,23.6604,105.2985,41.6096,100.4587,"Male"
"France",2015,31416.098,294.517,78.9918,64.4331,19.1036,8.7382,24.2748,106.7373,42.5579,101.6004,"Male"
"France",2016,31501.022,293.538,79.2947,64.7248,19.2927,8.9169,23.2986,102.9239,40.6123,97.9274,"Male"
"France",2017,31605.558,298.102,79.4209,64.8537,19.3346,8.9409,23.0933,100.3904,39.8061,95.3618,"Male"
"France",2018,31721.037,300.219,79.544,64.9912,19.4389,9.0566,23.5813,99.3999,39.8253,94.2031,"Male"
"France",2019,31832.377,301.149,79.7516,65.2044,19.5596,9.1651,23.6301,97.0192,39.1337,91.7633,"Male"
"France",2020,31923.744,331.151,79.1786,64.5836,18.9063,8.697,22.5468,97.6701,39.2394,92.9251,"Male"
"France",2021,32016.483,328.65,79.2596,64.6912,19.0586,8.9118,23.3376,98.6615,39.8637,93.6232,"Male"
"France",2022,32116.982,334.391,79.3199,64.7771,19.1138,8.8966,25.8884,98.5421,42.0021,93.1991,"Male"
"France",2023,32202.286,305.527,80.4282,65.8521,19.9993,9.4059,21.5036,91.1124,35.8195,86.2066,"Male"
"Germany",1950,31764.475,375.704,64.1335,54.6057,12.2333,5.0932,124.6568,270.3743,91.5407,206.8169,"Male"
"Germany",1951,31851.817,377.334,64.493,54.6913,12.272,5.1075,120.1895,265.8621,90.86,205.4476,"Male"
"Germany",1952,31971.799,379.929,64.8386,54.7764,12.3106,5.1217,115.924,261.516,90.1875,204.0899,"Male"
"Germany",1953,32106.7,383.355,65.1707,54.8612,12.3491,5.1361,111.8504,257.3281,89.5228,202.7439,"Male"
"Germany",1954,32259.994,387.527,65.4902,54.9455,12.3876,5.1505,107.9591,253.291,88.8661,201.4093,"Male"
"Germany",1955,32435.128,391.794,65.7976,55.0294,12.426,5.1649,104.2414,249.3979,88.217,200.0861,"Male"
"Germany",1956,32629.391,399.562,66.0429,55.0591,12.3883,5.0927,100.6887,245.6422,87.5757,198.7742,"Male"
"Germany",1957,32897.694,415.952,65.8321,54.7051,12.2148,5.1613,100.6821,249.3242,89.3076,204.1406,"Male"
"Germany",1958,33221.495,410.643,66.6385,55.3563,12.5728,5.2659,95.3407,236.3908,84.0835,192.8795,"Male"
"Germany",1959,33525.259,420.745,66.6719,55.2631,12.536,5.2862,94.4662,235.9278,85.0356,193.8555,"Male"
"Germany",1960,33867.22,442.114,66.5067,54.9456,12.2146,5.1007,91.4707,235.9412,85.0996,195.5709,"Male"
"Germany",1961,34197.083,428.911,67.0395,55.3278,12.5917,5.3835,89.23,230.8791,84.6604,192.282,"Male"
"Germany",1962,34550.18,444.58,67.1476,55.1612,12.3392,5.1899,84.4534,227.6414,83.5888,192.1447,"Male"
"Germany",1963,34954.008,452.38,67.2373,55.1045,12.2517,5.185,81.9527,225.2684,83.0113,191.4254,"Male"
"Germany",1964,35335.058,441.088,67.6579,55.3355,12.5279,5.5092,79.9942,221.6254,83.8637,190.009,"Male"
"Germany",1965,35751.618,456.548,67.6645,55.1613,12.2202,5.2753,76.0077,219.362,82.3416,189.766,"Male"
"Germany",1966,36102.374,457.259,67.725,55.1944,12.2837,5.3651,76.5125,218.6094,83.937,189.3121,"Male"
"Germany",1967,36255.743,457.719,67.8813,55.262,12.3013,5.3929,75.1752,216.6009,83.9003,188.3224,"Male"
"Germany",1968,36436.672,484.982,67.537,54.8508,11.839,5.0636,73.5913,217.696,83.9736,190.1062,"Male"
"Germany",1969,36832.668,491.234,67.3009,54.6438,11.7513,5.1946,75.3521,221.6776,86.4436,193.8071,"Male"
"Germany",1970,37021.109,482.619,67.4953,54.8061,11.9272,5.2908,75.9666,219.9826,87.3932,192.4999,"Male"
"Germany",1971,37122.695,475.107,67.7066,55.0037,12.1012,5.2626,76.0612,217.766,87.5757,190.4704,"Male"
"Germany",1972,37353.271,475.586,67.8546,55.0044,12.1041,5.3195,73.9163,217.3053,87.7399,191.7646,"Male"
"Germany",1973,37514.918,473.557,68.0449,55.2109,12.149,5.2733,71.6427,213.3804,85.4564,187.6482,"Male"
"Germany",1974,37534.069,466.807,68.3959,55.4719,12.2683,5.3536,68.4098,208.9895,82.5894,184.3515,"Male"
"Germany",1975,37350.439,481.941,68.1694,55.1274,12.0886,5.2058,68.3914,212.683,86.4618,189.4334,"Male"
"Germany",1976,37164.55,468.93,68.6209,55.4204,12.3177,5.3114,66.1285,207.9717,85.7856,186.5996,"Male"
"Germany",1977,37080.728,452.273,69.1603,55.8014,12.6391,5.5167,63.2785,202.1709,83.9645,182.6531,"Male"
"Germany",1978,37067.708,462.261,69.1066,55.6832,12.5541,5.4068,62.2754,202.9362,85.0997,184.1801,"Male"
"Germany",1979,37128.118,454.014,69.4568,55.9554,12.7449,5.4908,59.5059,200.4863,82.2866,182.7022,"Male"
"Germany",1980,37278.122,456.407,69.6129,56.0356,12.7439,5.4872,57.0396,197.5315,80.5321,180.6072,"Male"
"Germany",1981,37392.412,453.893,69.8889,56.2099,12.8579,5.4652,54.794,193.3085,78.9953,177.5779,"Male"
"Germany",1982,37382.916,447.179,70.1792,56.4342,13.0006,5.5582,53.0713,189.7018,76.856,174.7521,"Male"
"Germany",1983,37316.114,443.98,70.4678,56.628,13.1064,5.5452,50.567,185.5903,74.1102,171.7427,"Male"
"Germany",1984,37224.034,432.022,70.9437,57.031,13.3446,5.6946,47.12,178.561,70.297,165.5824,"Male"
"Germany",1985,37189.106,435.183,71.0733,57.1069,13.298,5.6254,45.0262,176.402,68.6779,164.0457,"Male"
"Germany",1986,37273.068,429.316,71.3098,57.3415,13.4557,5.6897,44.3869,173.7381,67.084,161.3999,"Male"
"Germany",1987,37432.092,418.616,71.6675,57.641,13.712,5.848,43.2047,170.728,65.6461,159.1158,"Male"
"Germany",1988,37681.467,418.955,71.868,57.806,13.8472,5.9084,42.9222,168.124,65.534,156.9097,"Male"
"Germany",1989,38058.846,418.503,72.0734,57.9517,13.9442,5.9076,41.6993,165.1346,64.9545,154.6302,"Male"
"Germany",1990,38478.256,426.768,71.9109,57.7763,13.9334,5.8982,43.9989,168.4778,68.0257,158.1144,"Male"
"Germany",1991,38843.046,423.758,72.0964,57.8806,14.1211,5.9978,44.1753,167.0751,70.0273,157.7017,"Male"
"Germany",1992,39249.737,412.869,72.53,58.2569,14.3875,6.2146,42.0917,161.964,67.8859,153.2764,"Male"
"Germany",1993,39592.11,418.651,72.6331,58.3373,14.3509,6.1693,40.6264,158.7662,66.5054,150.3161,"Male"
"Germany",1994,39750.953,412.428,72.9456,58.6123,14.5732,6.3024,39.8027,155.8435,66.2066,147.8569,"Male"
"Germany",1995,39891.641,413.873,73.119,58.7615,14.5913,6.3173,38.4294,152.0114,64.5897,144.3046,"Male"
"Germany",1996,40034.647,411.768,73.4228,59.0273,14.7302,6.3765,36.6498,147.7361,62.342,140.4796,"Male"
"Germany",1997,40051.387,401.837,73.8799,59.4703,15.0034,6.5458,35.0119,142.2993,60.1078,135.2118,"Male"
"Germany",1998,39870.057,396.222,74.3145,59.8753,15.1834,6.6249,32.2975,136.1284,56.8407,129.3808,"Male"
"Germany",1999,39761.845,393.542,74.5766,60.1313,15.3663,6.7428,32.1626,133.4987,56.0858,126.8173,"Male"
"Germany",2000,39811.059,391.838,74.8585,60.3915,15.5726,6.8114,30.9621,131.8337,55.1792,125.4453,"Male"
"Germany",2001,39877.692,386.547,75.2791,60.8084,15.8638,6.9818,29.4206,128.1889,52.6532,121.8435,"Male"
"Germany",2002,39950.6,392.146,75.4408,60.9289,15.9289,6.9531,28.1491,126.584,51.7338,120.7451,"Male"
"Germany",2003,39960.317,399.656,75.5116,61.0287,15.9635,6.9439,28.129,125.5784,50.7851,119.3812,"Male"
"Germany",2004,39942.796,386.608,76.1444,61.6287,16.4218,7.2471,26.0767,119.7357,47.7522,113.9664,"Male"
"Germany",2005,39892.04,391.593,76.3561,61.8326,16.5327,7.2515,24.8396,117.4799,45.5405,111.7929,"Male"
"Germany",2006,39769.91,388.646,76.7491,62.2001,16.8003,7.3964,23.4741,113.8635,43.4383,108.4915,"Male"
"Germany",2007,39654.986,394.976,76.9105,62.3823,16.9272,7.4405,23.5612,111.8223,42.3664,106.2153,"Male"
"Germany",2008,39572.356,401.602,77.1067,62.5369,17.028,7.4401,22.6247,109.4044,40.9384,104.2826,"Male"
"Germany",2009,39457.18,409.098,77.2316,62.6656,17.1138,7.4471,22.3804,108.7452,39.9885,103.5837,"Male"
"Germany",2010,39383.812,411.254,77.4339,62.85,17.2586,7.5646,22.058,106.854,39.0376,101.9058,"Male"
"Germany",2011,39432.27,409.709,77.7684,63.1989,17.5144,7.723,21.5196,103.758,37.2293,98.6488,"Male"
"Germany",2012,39546.791,418.187,77.9669,63.3628,17.5771,7.6961,20.1106,100.2207,35.7262,95.5066,"Male"
"Germany",2013,39699.059,433.46,77.9832,63.3821,17.5567,7.6866,19.8065,99.4194,34.9641,94.6832,"Male"
"Germany",2014,39924.826,426.36,78.4242,63.8093,17.9208,7.9563,19.4244,95.7015,34.0276,91.1273,"Male"
"Germany",2015,40401.847,453.523,78.1259,63.5064,17.6546,7.7719,19.8167,96.9849,34.8001,92.4624,"Male"
